0.143584 0.143584 0.979167 
-0.143584 0.143584 0.979167 
-0.143584 -0.143584 0.979167 
0.143584 -0.143584 0.979167 
0.369231 0.152940 0.916667 
0.152940 0.369231 0.916667 
-0.152940 0.369231 0.916667 
-0.369231 0.152940 0.916667 
-0.369231 -0.152940 0.916667 
-0.152940 -0.369231 0.916667 
0.152940 -0.369231 0.916667 
0.369231 -0.152940 0.916667 
0.563097 0.150881 0.812500 
0.412216 0.412216 0.812500 
0.150881 0.563097 0.812500 
-0.150881 0.563097 0.812500 
-0.412216 0.412216 0.812500 
-0.563097 0.150881 0.812500 
-0.563097 -0.150881 0.812500 
-0.412216 -0.412216 0.812500 
-0.150881 -0.563097 0.812500 
0.150881 -0.563097 0.812500 
0.412216 -0.412216 0.812500 
0.563097 -0.150881 0.812500 
0.731034 0.145412 0.666667 
0.619741 0.414098 0.666667 
0.414098 0.619741 0.666667 
0.145412 0.731034 0.666667 
-0.145412 0.731034 0.666667 
-0.414098 0.619741 0.666667 
-0.619741 0.414098 0.666667 
-0.731034 0.145412 0.666667 
-0.731034 -0.145412 0.666667 
-0.619741 -0.414098 0.666667 
-0.414098 -0.619741 0.666667 
-0.145412 -0.731034 0.666667 
0.145412 -0.731034 0.666667 
0.414098 -0.619741 0.666667 
0.619741 -0.414098 0.666667 
0.731034 -0.145412 0.666667 
0.866025 0.000000 0.500000 
0.800103 0.331414 0.500000 
0.612372 0.612372 0.500000 
0.331414 0.800103 0.500000 
0.000000 0.866025 0.500000 
-0.331414 0.800103 0.500000 
-0.612372 0.612372 0.500000 
-0.800103 0.331414 0.500000 
-0.866025 0.000000 0.500000 
-0.800103 -0.331414 0.500000 
-0.612372 -0.612372 0.500000 
-0.331414 -0.800103 0.500000 
-0.000000 -0.866025 0.500000 
0.331414 -0.800103 0.500000 
0.612372 -0.612372 0.500000 
0.800103 -0.331414 0.500000 
0.924693 0.183933 0.333333 
0.783917 0.523797 0.333333 
0.523797 0.783917 0.333333 
0.183933 0.924693 0.333333 
-0.183933 0.924693 0.333333 
-0.523797 0.783917 0.333333 
-0.783917 0.523797 0.333333 
-0.924693 0.183933 0.333333 
-0.924693 -0.183933 0.333333 
-0.783917 -0.523797 0.333333 
-0.523797 -0.783917 0.333333 
-0.183933 -0.924693 0.333333 
0.183933 -0.924693 0.333333 
0.523797 -0.783917 0.333333 
0.783917 -0.523797 0.333333 
0.924693 -0.183933 0.333333 
0.986013 0.000000 0.166667 
0.910958 0.377331 0.166667 
0.697217 0.697217 0.166667 
0.377331 0.910958 0.166667 
0.000000 0.986013 0.166667 
-0.377331 0.910958 0.166667 
-0.697217 0.697217 0.166667 
-0.910958 0.377331 0.166667 
-0.986013 0.000000 0.166667 
-0.910958 -0.377331 0.166667 
-0.697217 -0.697217 0.166667 
-0.377331 -0.910958 0.166667 
-0.000000 -0.986013 0.166667 
0.377331 -0.910958 0.166667 
0.697217 -0.697217 0.166667 
0.910958 -0.377331 0.166667 
0.980785 0.195090 0.000000 
0.831470 0.555570 0.000000 
0.555570 0.831470 0.000000 
0.195090 0.980785 0.000000 
-0.195090 0.980785 0.000000 
-0.555570 0.831470 0.000000 
-0.831470 0.555570 0.000000 
-0.980785 0.195090 0.000000 
-0.980785 -0.195090 0.000000 
-0.831470 -0.555570 0.000000 
-0.555570 -0.831470 0.000000 
-0.195090 -0.980785 0.000000 
0.195090 -0.980785 0.000000 
0.555570 -0.831470 0.000000 
0.831470 -0.555570 0.000000 
0.980785 -0.195090 0.000000 
0.986013 0.000000 -0.166667 
0.910958 0.377331 -0.166667 
0.697217 0.697217 -0.166667 
0.377331 0.910958 -0.166667 
0.000000 0.986013 -0.166667 
-0.377331 0.910958 -0.166667 
-0.697217 0.697217 -0.166667 
-0.910958 0.377331 -0.166667 
-0.986013 0.000000 -0.166667 
-0.910958 -0.377331 -0.166667 
-0.697217 -0.697217 -0.166667 
-0.377331 -0.910958 -0.166667 
-0.000000 -0.986013 -0.166667 
0.377331 -0.910958 -0.166667 
0.697217 -0.697217 -0.166667 
0.910958 -0.377331 -0.166667 
0.924693 0.183933 -0.333333 
0.783917 0.523797 -0.333333 
0.523797 0.783917 -0.333333 
0.183933 0.924693 -0.333333 
-0.183933 0.924693 -0.333333 
-0.523797 0.783917 -0.333333 
-0.783917 0.523797 -0.333333 
-0.924693 0.183933 -0.333333 
-0.924693 -0.183933 -0.333333 
-0.783917 -0.523797 -0.333333 
-0.523797 -0.783917 -0.333333 
-0.183933 -0.924693 -0.333333 
0.183933 -0.924693 -0.333333 
0.523797 -0.783917 -0.333333 
0.783917 -0.523797 -0.333333 
0.924693 -0.183933 -0.333333 
0.866025 0.000000 -0.500000 
0.800103 0.331414 -0.500000 
0.612372 0.612372 -0.500000 
0.331414 0.800103 -0.500000 
0.000000 0.866025 -0.500000 
-0.331414 0.800103 -0.500000 
-0.612372 0.612372 -0.500000 
-0.800103 0.331414 -0.500000 
-0.866025 0.000000 -0.500000 
-0.800103 -0.331414 -0.500000 
-0.612372 -0.612372 -0.500000 
-0.331414 -0.800103 -0.500000 
-0.000000 -0.866025 -0.500000 
0.331414 -0.800103 -0.500000 
0.612372 -0.612372 -0.500000 
0.800103 -0.331414 -0.500000 
0.731034 0.145412 -0.666667 
0.619741 0.414098 -0.666667 
0.414098 0.619741 -0.666667 
0.145412 0.731034 -0.666667 
-0.145412 0.731034 -0.666667 
-0.414098 0.619741 -0.666667 
-0.619741 0.414098 -0.666667 
-0.731034 0.145412 -0.666667 
-0.731034 -0.145412 -0.666667 
-0.619741 -0.414098 -0.666667 
-0.414098 -0.619741 -0.666667 
-0.145412 -0.731034 -0.666667 
0.145412 -0.731034 -0.666667 
0.414098 -0.619741 -0.666667 
0.619741 -0.414098 -0.666667 
0.731034 -0.145412 -0.666667 
0.563097 0.150881 -0.812500 
0.412216 0.412216 -0.812500 
0.150881 0.563097 -0.812500 
-0.150881 0.563097 -0.812500 
-0.412216 0.412216 -0.812500 
-0.563097 0.150881 -0.812500 
-0.563097 -0.150881 -0.812500 
-0.412216 -0.412216 -0.812500 
-0.150881 -0.563097 -0.812500 
0.150881 -0.563097 -0.812500 
0.412216 -0.412216 -0.812500 
0.563097 -0.150881 -0.812500 
0.369231 0.152940 -0.916667 
0.152940 0.369231 -0.916667 
-0.152940 0.369231 -0.916667 
-0.369231 0.152940 -0.916667 
-0.369231 -0.152940 -0.916667 
-0.152940 -0.369231 -0.916667 
0.152940 -0.369231 -0.916667 
0.369231 -0.152940 -0.916667 
0.143584 0.143584 -0.979167 
-0.143584 0.143584 -0.979167 
-0.143584 -0.143584 -0.979167 
0.143584 -0.143584 -0.979167 
