0.730971 45.000000 
0.730971 135.000000 
0.730971 225.000000 
0.730971 315.000000 
1.461971 22.500000 
1.461971 67.500000 
1.461971 112.500000 
1.461971 157.500000 
1.461971 202.500000 
1.461971 247.500000 
1.461971 292.500000 
1.461971 337.500000 
2.193031 15.000000 
2.193031 45.000000 
2.193031 75.000000 
2.193031 105.000000 
2.193031 135.000000 
2.193031 165.000000 
2.193031 195.000000 
2.193031 225.000000 
2.193031 255.000000 
2.193031 285.000000 
2.193031 315.000000 
2.193031 345.000000 
2.924180 11.250000 
2.924180 33.750000 
2.924180 56.250000 
2.924180 78.750000 
2.924180 101.250000 
2.924180 123.750000 
2.924180 146.250000 
2.924180 168.750000 
2.924180 191.250000 
2.924180 213.750000 
2.924180 236.250000 
2.924180 258.750000 
2.924180 281.250000 
2.924180 303.750000 
2.924180 326.250000 
2.924180 348.750000 
3.655449 9.000000 
3.655449 27.000000 
3.655449 45.000000 
3.655449 63.000000 
3.655449 81.000000 
3.655449 99.000000 
3.655449 117.000000 
3.655449 135.000000 
3.655449 153.000000 
3.655449 171.000000 
3.655449 189.000000 
3.655449 207.000000 
3.655449 225.000000 
3.655449 243.000000 
3.655449 261.000000 
3.655449 279.000000 
3.655449 297.000000 
3.655449 315.000000 
3.655449 333.000000 
3.655449 351.000000 
4.386866 7.500000 
4.386866 22.500000 
4.386866 37.500000 
4.386866 52.500000 
4.386866 67.500000 
4.386866 82.500000 
4.386866 97.500000 
4.386866 112.500000 
4.386866 127.500000 
4.386866 142.500000 
4.386866 157.500000 
4.386866 172.500000 
4.386866 187.500000 
4.386866 202.500000 
4.386866 217.500000 
4.386866 232.500000 
4.386866 247.500000 
4.386866 262.500000 
4.386866 277.500000 
4.386866 292.500000 
4.386866 307.500000 
4.386866 322.500000 
4.386866 337.500000 
4.386866 352.500000 
5.118462 6.428571 
5.118462 19.285714 
5.118462 32.142857 
5.118462 45.000000 
5.118462 57.857143 
5.118462 70.714286 
5.118462 83.571429 
5.118462 96.428571 
5.118462 109.285714 
5.118462 122.142857 
5.118462 135.000000 
5.118462 147.857143 
5.118462 160.714286 
5.118462 173.571429 
5.118462 186.428571 
5.118462 199.285714 
5.118462 212.142857 
5.118462 225.000000 
5.118462 237.857143 
5.118462 250.714286 
5.118462 263.571429 
5.118462 276.428571 
5.118462 289.285714 
5.118462 302.142857 
5.118462 315.000000 
